Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-03-31,0.19900,0.15700,0.04200,1.95500,1.70700,3.66200,-3.62000,0.03600,-3.58400,-3.58400,-3.58400,,-3.58400,-3.59800,-3.62000,4.24800,4.24800,-0.81010,-0.81010,4.81140,,,21.10550,-1819.09500,-1819.09500,-1801.00500,-1801.00500,0.01910,1.06080,1.56690,57.43720,-43.67000,-43.67000,-34.42510,-43.67000,1.93170,-0.71470,-0.71590
2017-12-31,0.10000,0.16500,-0.06500,1.77100,1.68700,3.45800,-3.52300,0.03700,-3.48600,-3.48600,-3.48600,,-3.48600,-3.50200,-3.52300,4.24000,4.24000,-0.73980,-0.73980,5.70970,,,-65.00000,-3523.00000,-3522.99900,-3485.99900,-3485.99900,0.00740,0.86390,1.05260,85.50000,-31.33480,-31.33480,-25.74970,-31.33480,2.62010,-0.5948,-0.6017
2017-09-30,0.13000,0.14700,-0.01700,1.70000,1.32200,3.02200,-3.03900,0.03800,-3.00100,-3.00100,-3.00100,,-3.00100,-3.01800,-3.03900,4.23810,4.23810,-0.72010,-0.72010,7.82150,,,-13.07690,-2337.69200,-2337.69200,-2308.46200,-2308.46200,0.00820,0.61250,1.44440,62.30770,-21.77000,-21.77000,-18.92180,-21.77000,3.25220,-0.4191,-0.4207
2017-06-30,0.11200,0.20300,-0.09100,1.29500,1.58200,2.87700,-2.96800,0.02300,-2.94500,-2.94500,-2.94500,,-2.94500,-2.94500,-2.96800,4.23740,4.23740,-0.72010,-0.72010,10.90360,,,-81.25000,-2650.00000,-2650.00000,-2629.46400,-2629.46400,0.00630,1.05180,0.78870,114.10710,-18.31350,-18.31350,-16.58590,-18.31350,3.79660,-0.4935,-0.502
2017-03-31,0.13700,0.17500,-0.03800,1.03300,1.80400,2.83700,-2.87500,-0.00100,-2.87600,-2.87600,-2.87600,,-2.87600,-2.86200,-2.87500,4.23710,4.23710,-0.72010,-0.72010,14.29020,,,-27.73720,-2098.54000,-2098.54000,-2099.27000,-2099.27000,0.00690,1.21530,1.13220,79.48910,-15.67300,-15.67300,-14.53990,-15.67300,4.33220,-0.53760,-0.55270
2016-12-31,0.13700,0.16800,-0.03100,1.70800,1.73300,3.44100,-3.47200,-0.11000,-3.58200,-3.58200,-3.58200,,-3.58200,-3.46300,-3.47200,0.92970,0.92970,28.00100,28.00100,15.17800,,,-22.62780,-2534.30700,-2534.30600,-2614.59800,-2614.59900,0.00620,1.24440,1.85140,48.61310,-17.40360,-17.40360,-16.22140,-17.40360,4.85840,11.1924,11.1924
2016-09-30,0.11700,0.19600,-0.07900,0.68400,0.91900,1.60300,-1.68200,-1.57200,-3.25400,-3.25400,-3.25400,,-3.25400,-1.67300,-1.68200,0.17550,0.17550,-18.54190,-18.54190,59.03940,,,-67.52140,-1437.60700,-1437.60700,-2781.19700,-2781.19700,0.00600,,,,-16.98950,-16.98950,-16.70170,-16.98950,8.96910,-6.34,-6.34
2016-06-30,0.14400,0.15600,-0.01200,0.49700,0.86900,1.36600,-1.37800,-0.60000,-1.97800,-1.97800,-1.97800,,-1.97800,-1.36700,-1.37800,0.17330,0.17330,-11.88590,-11.88590,,,,-8.33330,-956.94450,-956.94450,-1373.61100,-1373.61100,0.01030,,,,-14.10540,-14.10540,-14.10540,-14.10540,6.57960,-6.5261,-6.5261
2016-03-31,0.17800,0.22600,-0.04800,0.44100,0.58700,1.02800,-1.07600,-0.42000,-1.49600,-1.49600,-1.49600,,-1.49600,-1.06600,-1.07600,0.17540,0.17540,-8.64430,-8.64430,,,,-26.96630,-604.49440,-604.49440,-840.44940,-840.44940,0.01280,,,,-10.72560,-10.72560,-10.72560,-10.72560,6.54440,-4.26570,-4.26570
2015-12-31,0.52200,,0.52200,,3.58200,,-5.63900,-1.29000,-6.92900,-6.92900,-6.92900,,-6.92900,-5.63900,-5.63900,0.17330,0.17330,-38.72270,-38.72270,0.56230,,-1.64790,-103.25670,-1080.26800,-1080.26800,-1327.39500,-1327.39500,0.10740,,4.87850,18.44830,14.00590,201.30740,-142.51340,201.30740,-19.62960,-40.6232,-41.3444
2015-09-30,0.12100,,0.12100,,0.03800,,0.08300,,0.08300,0.08300,0.08300,,0.08300,0.08300,0.08300,2.13130,2.13130,0.03890,0.03890,,,,100.00000,68.59510,68.59510,68.59500,68.59500,0.00880,,,,0.60610,0.60250,0.60250,0.60250,6.46370,0.0178,0.0178
2015-06-30,0.12500,,0.12500,,0.05300,,0.07200,0.00100,0.07300,0.07300,0.07300,,0.07300,0.07200,0.07200,2.13130,2.13130,0.03430,0.03430,3424.25000,,,100.00000,57.60000,57.60000,58.40000,58.40000,0.00910,,,,0.53310,0.53310,0.53300,0.53310,6.42480,0.0422,0.0422
2015-03-31,0.13600,,0.13600,,0.06100,,0.07500,0.00100,0.07600,0.07600,0.07600,,0.07600,0.07500,0.07500,2.13130,2.13130,0.03570,0.03570,,,,100.00000,55.14710,55.14710,55.88240,55.88240,0.01000,,,,0.55800,0.55800,0.55800,0.55800,6.39050,0.04180,0.04180
2014-12-31,0.12800,,0.12800,,0.06700,,0.06100,0.00000,0.06100,0.06100,0.06100,,0.06100,0.06100,0.06100,2.13130,2.13130,0.02860,0.02860,,,,100.00000,47.65630,47.65630,47.65630,47.65630,0.00940,,,,0.45040,0.45040,0.45040,0.45040,6.35490,0.0249,0.0249
2014-09-30,0.09600,,0.09600,,0.05400,,0.04200,0.00100,0.04300,0.04300,0.04300,,0.04300,0.04200,0.04200,2.13130,2.13130,0.02020,0.02020,2697.60000,,,100.00000,43.75000,43.75000,44.79170,44.79170,0.00710,,,,0.31890,0.31890,0.31880,0.31890,6.32630,0.0258,0.0258
2014-06-30,0.10500,,0.10500,,0.04000,,0.06500,0.00100,0.06600,0.06600,0.06600,,0.06600,0.06500,0.06500,2.13130,2.13130,0.03100,0.03100,,,,100.00000,61.90480,61.90480,62.85710,62.85710,0.00780,,,,0.49110,0.49110,0.49100,0.49110,6.30610,0.037,0.037
2014-03-31,0.09800,,0.09800,,0.03500,,0.06300,0.00100,0.06400,0.06400,0.06400,,0.06400,0.06300,0.06300,2.13130,2.13130,0.03000,0.03000,,,,100.00000,64.28570,64.28570,65.30610,65.30610,0.00730,,,,0.47850,0.47850,0.47850,0.47850,6.27510,0.01270,0.01270
2013-12-31,0.09000,,0.09000,,0.08700,,0.00300,0.00200,0.00500,0.00500,0.00500,,0.00500,0.00300,0.00300,2.13130,2.13130,-0.00940,-0.00940,740.44450,,,100.00000,3.33330,3.33330,5.55560,5.55560,0.00680,,,,0.03760,0.03760,0.03750,0.03760,6.24510,0.015,0.015
2013-09-30,0.07100,,0.07100,,0.04500,,0.02600,0.00400,0.03000,0.03000,0.03000,,0.03000,0.02600,0.02600,2.13130,2.13130,0.01410,0.01410,4436.00000,,,100.00000,36.61970,36.61970,42.25350,42.25350,0.00530,,,,0.22550,0.22550,0.22540,0.22550,6.24270,-0.0028,-0.0028
2013-06-30,0.06900,,0.06900,,0.06300,,0.00600,0.00300,0.00900,0.00900,0.00900,,0.00900,0.00600,0.00600,2.13130,2.13130,0.00420,0.00420,4425.66700,,,100.00000,8.69560,8.69560,13.04350,13.04350,0.00520,,,,0.06780,0.06780,0.06780,0.06780,6.22820,0.0071,0.0071
2013-03-31,0.03800,,0.03800,,0.06400,,-0.02600,0.00100,-0.02500,-0.02500,-0.02500,,-0.02500,-0.02600,-0.02600,2.13130,2.13130,0.00000,0.00000,1327.50000,,,100.00000,-68.42110,-68.42110,-65.78950,-65.78950,0.00290,,,,-0.18850,-0.18850,-0.18830,-0.18850,6.22400,-0.00660,-0.00660
2012-12-31,0.01500,,0.01500,,0.08100,,-0.06600,,-0.06600,-0.06600,-0.06600,0.10400,0.03800,-0.06600,-0.06600,2.13130,2.13130,-0.12530,-0.12530,1108.41700,,,100.00000,-440.00010,-440.00000,-440.00020,253.33340,0.00110,,,,-0.49670,-0.49670,-0.49620,-0.49670,6.23520,0.2087,0.2087
2012-09-30,0.01900,,0.01900,,0.10200,,-0.08300,0.00200,-0.08100,-0.08100,-0.08100,0.53200,0.45100,-0.08300,-0.08300,2.13130,2.13130,0.21160,0.21160,94.97160,,,100.00000,-436.84210,-436.84210,-426.31580,2373.68400,0.00140,,0.03420,2633.68400,-0.61130,-0.61130,-0.60490,-0.61130,6.21690,-0.0286,-0.0286
2012-06-30,0.01700,,0.01700,,0.14900,,-0.13200,0.00300,-0.12900,-0.12900,-0.12900,,-0.12900,-0.13200,-0.13200,2.13130,2.13130,-0.06050,-0.06050,91.12680,,,100.00000,-776.47050,-776.47050,-758.82340,-758.82340,0.00130,,0.70830,127.05880,-1.00800,-1.00800,-0.99690,-1.00800,6.00490,-0.3134,-0.3134
2012-03-31,0.01100,,0.01100,,0.06900,,-0.05800,0.00300,-0.05500,-0.05500,-0.05500,,-0.05500,-0.05800,-0.05800,2.13130,2.13130,-0.02580,-0.02580,19.17860,,,100.00000,-527.27270,-527.27270,-500.00000,-500.00000,0.00080,,0.45830,196.36360,-0.42550,-0.42550,-0.40330,-0.42550,6.06440,-0.01220,-0.01220
2011-12-31,,,,,0.17000,,-0.17000,0.00300,-0.15500,-0.15500,-0.15500,-0.13700,-0.29200,-0.17000,-0.15800,2.13130,2.13130,-0.66670,-0.66670,18.16670,,,,,,,,,,,,-1.19430,-1.19430,-1.12860,-1.19430,6.08930,-0.3796,-0.3796
2011-09-30,,,,,0.11000,,-0.11000,0.00500,-0.10500,-0.10500,-0.10500,-0.45600,-0.56100,-0.11000,-0.11000,2.13130,2.13130,-0.26320,-0.26320,18.81860,,,,,,,,,,,,-0.79200,-0.79200,-0.74990,-0.79200,6.22020,0.0409,0.0408
2011-06-30,,,,,0.24900,,-0.24900,0.00200,-0.24700,-0.24700,-0.24700,11.08300,10.83600,-0.24900,-0.24900,2.13130,2.13130,5.40270,5.40270,54.24440,,,,,,,,,,,,-1.71810,-1.71810,-1.68650,-1.71810,6.74530,-0.8479,-0.8877
2011-03-31,,,,,0.10100,,-0.10100,-0.02400,-0.12500,-0.12500,-0.12500,-0.19600,-0.32100,-0.10100,-0.10100,2.13130,2.13130,-0.15060,-0.15060,0.29420,,0.41230,,,,,,,,,,-4.21020,-4.21020,-2.27940,-4.21020,1.39310,-0.26180,-0.28620
2010-12-31,,,,,0.14600,,-0.14600,0.01700,-0.12900,-0.12900,-0.12900,-0.33000,-0.45900,-5.42900,-0.14600,2.13130,2.13130,1.08050,1.08050,0.29640,,0.15250,,,,,,,,,,-3.93410,-3.93410,-2.37350,-3.93410,1.53850,-0.2675,-0.267
2010-09-30,,,,,0.10700,,-0.10700,,-0.10700,-0.10700,-0.10700,-8.00600,-8.11300,5.45600,-0.10700,2.13130,2.13130,-4.32220,-4.32220,2.01420,,,,,,,,,,,,-2.86250,-2.86250,-1.89620,-2.86250,1.75390,-0.5227,-0.6893
2010-06-30,,,,,0.13900,,-0.13900,0.00300,-0.13600,-0.13600,-0.13600,-1.34600,-1.48200,0.21100,-0.13900,2.13130,2.13130,-1.08050,-1.08050,3.55940,,,,,,,,,,,,-1.14900,-2.06810,-0.99130,-1.14900,5.55350,-0.7779,-0.9492
2010-03-31,,,,,0.19100,,-0.19100,0.00700,-0.18400,-0.18400,-0.18400,-1.27100,-1.45500,0.14600,-0.19100,2.13130,2.13130,-1.08050,-1.08050,4.52150,,,,,,,,,,,,-1.38350,-2.33590,-1.21940,-1.38350,6.24040,-0.43870,-0.60290
2009-12-31,,,,,-3.97100,,4.55400,0.00200,3.24200,3.24200,3.24200,,-1.31000,4.88300,3.24000,1.91990,1.91990,1.08050,1.08050,6.28080,,,,,,,,,,,,21.99910,24.00770,20.79810,21.99910,6.91460,-0.5887,-0.6671
2009-09-30,0.43600,0.08400,0.35200,0.12300,1.44000,1.56300,-1.21100,0.00600,-1.20500,-1.20500,-1.20500,,-1.20500,-0.89800,-1.21100,1.90790,1.90790,-1.08050,-1.08050,3.81520,,,80.73400,-277.75230,-277.75230,-276.37620,-276.37620,0.03880,0.04210,1.73710,51.81190,-11.80100,-26.99980,-10.72160,-11.80100,5.22610,-0.7299,-0.8358
2009-06-30,0.44600,0.08800,0.35800,0.16000,1.54500,1.70500,-1.34700,0.00800,-1.33900,-1.33900,-1.33900,,-1.33900,-1.04800,-1.34700,1.88200,1.88200,-1.08050,-1.08050,4.31310,,,80.26910,-302.01790,-302.01790,-300.22420,-300.22420,0.03590,0.05580,1.85830,48.43050,-11.93510,-25.22610,-10.78100,-11.93510,5.96110,-0.6504,-0.7667
2009-03-31,0.43200,0.08200,0.35000,0.04600,1.53600,1.58200,-1.23200,0.00800,-1.22400,-1.22400,-1.22400,,-1.22400,-0.96600,-1.23200,1.88200,1.88200,-1.08050,-1.08050,3.32200,,,81.01850,-285.18520,-285.18520,-283.33330,-283.33330,0.04140,0.07590,1.63020,55.20830,-12.87880,-35.67470,-11.71850,-12.87880,5.04990,-0.52230,-0.75190
