Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,,6.80680,-0.00020,-6.80700,1.87090,-4.93610,-4.93610,-4.93610,-4.93610,-3.99580,-6.80700,506.77600,506.77600,-0.01000,-0.01000,8.84410,0.02970,0.05520,-82.90710,-65.47180,-52.21530,-57.31470,0.01530,-0.01030,-0.01210
2020-12-31,,,-0.00290,-22.61700,,-28.04000,,,-28.04000,0.80750,,462.27650,462.27650,-0.06000,-0.06000,0.07790,-0.04830,-0.15810,,,,,-0.01300,-0.0035,-0.0034
2020-09-30,,2.30630,-0.10680,-2.41310,-0.73810,-3.15120,-3.15120,-3.15120,-3.15120,-2.41310,-2.41310,437.87830,437.87830,-0.01000,-0.01000,0.32550,-0.09850,-0.50410,92.79850,92.80650,-193.65360,101.94520,-0.00740,-0.0024,-0.0025
2020-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0098,0.0098
2020-03-31,,1.78660,-0.22930,-2.01590,-5.49710,-7.51300,-7.51300,-7.51300,-7.51300,2.26430,-2.01590,266.99590,266.99590,-0.03000,-0.03000,0.07890,,-0.16620,158.73520,158.74520,-1693.34600,158.74520,-0.01440,-0.00980,-0.00980
2019-12-31,,1.07180,-0.01130,-1.08310,-1.86490,-2.94810,-2.94810,-2.94810,-2.94810,-0.16130,-1.08310,150.47450,150.47450,-0.02000,-0.02000,0.01150,-0.00080,-0.18750,49.47180,49.47430,-2810.73300,49.51440,,-0.0028,-0.0028
2019-09-30,,1.07130,-0.32340,-1.39460,-1.08060,-2.47520,-2.47520,-2.47520,-2.47520,-1.65730,-1.39460,123.55890,123.55890,-0.02000,-0.02000,0.01180,-0.00010,-0.17900,51.70270,51.70260,-2670.33900,51.70850,-0.03610,0.0141,0.0141
2019-06-30,,0.78510,-0.68860,-1.47370,0.45300,-1.02070,-1.02070,-1.02070,-1.02070,-0.86660,-1.47370,114.83260,114.83260,-0.01000,-0.01000,0.01280,,-0.21570,22.91890,22.91890,-1094.87300,22.91890,-0.03830,-0.0124,-0.0124
2019-03-31,,6.45060,-0.00550,-6.45610,-0.10710,-6.56320,-6.56320,-6.56320,-6.56320,-5.81090,-6.45610,114.16270,114.16270,-0.06000,-0.06000,,,,,,,,,-0.00850,-0.00850
2018-12-31,,,-0.01960,-1.16220,,-2.56980,,,-2.56980,,,92.47530,92.47530,-0.03000,-0.03000,0.03540,,-0.31700,,,,,-0.03520,-0.0056,-0.0056
2018-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0058,0.0058
2018-06-30,,0.40990,-0.01750,-0.42740,-0.05630,-0.48370,-0.48370,-0.48370,-0.48370,-0.40840,-0.42740,90.69310,90.69310,-0.01000,-0.01000,0.15980,,-0.78680,29.88720,29.88720,-157.09310,29.88720,-0.01750,-0.0031,-0.0031
2018-03-31,,0.79090,-0.00650,-0.79730,-0.03180,-0.82910,-0.82910,-0.82910,-0.82910,-0.78090,-0.79730,84.78840,84.78840,-0.01000,-0.01000,0.18260,,-0.93450,57.69970,57.69980,-258.36070,57.69980,-0.01610,-0.00270,-0.00270
2017-12-31,,,-0.00310,-2.49380,,-2.51800,,,-2.51800,,,58.97220,58.97220,-0.04000,-0.04000,0.02500,,-0.77420,,,,,-0.02090,-0.0024,-0.0024
2017-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0044,0.0044
2017-06-30,,0.08970,-0.05360,-0.14330,-0.09270,-0.23590,-0.23590,-0.23590,-0.23590,-0.06470,-0.14330,58.00000,58.00000,0.00000,0.00000,0.03520,,-0.87700,25.47420,25.47420,-698.93940,25.47420,-0.01600,-0.0021,-0.0021
2017-03-31,,1.12070,,-1.12070,-0.10130,-1.22210,-1.22210,-1.22210,-1.22210,-0.99660,-1.12070,58.71590,58.71590,-0.02000,-0.02000,0.05040,-0.50650,-0.88110,149.44270,149.44260,-4241.88100,225.13200,-0.01410,-0.00230,-0.00230
2016-12-31,,,-0.60000,-0.76040,,-0.81150,,,-0.81150,,,57.98480,57.98480,-0.01000,-0.01000,0.01650,-0.66970,-0.79050,,,,,-0.01280,-0.0015,-0.0015
2016-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0015,0.0015
2016-06-30,,0.03040,-27.05190,-27.08220,,-27.08220,-27.08220,-27.08220,-27.08220,-27.08220,-27.08220,40.00000,40.00000,-0.68000,-0.68000,,,-0.52590,10944.02000,10944.08000,,10944.08000,,-0.001,-0.001
2016-03-31,,0.00560,,-0.00560,,-0.00560,-0.00560,-0.00560,-0.00560,-0.00560,-0.00560,40.00000,40.00000,0.00000,-0.00010,0.06790,,-0.86980,4.79370,4.79370,-65.81850,4.79370,-0.00290,-0.00050,-0.00050
2015-12-31,,0.02080,,-0.02080,,-0.02080,-0.02080,-0.02080,-0.02080,-0.02080,-0.02080,40.00000,40.00000,0.00000,0.00000,0.09810,,-0.91320,18.62070,18.62070,-171.15770,18.62070,-0.00280,-0.0004,-0.0004
2015-09-30,,0.00720,-0.00500,-0.01220,,-0.01220,,,-0.01220,,,40.00000,40.00000,0.00000,0.00000,,,,,,,,,0.0007,0.0007
2015-06-30,,0.00620,,-0.00620,,-0.00620,-0.00620,-0.00620,-0.00620,-0.00620,-0.00620,40.00000,40.00000,0.00000,0.00000,0.13420,,-0.94350,7.15070,7.15070,-46.13200,7.15070,-0.00220,-0.0001,-0.0001
2015-03-31,,0.00930,-0.00570,-0.01500,,-0.01500,-0.01500,-0.01500,-0.01500,-0.01500,-0.01500,40.00000,40.00000,0.00000,0.00000,0.18030,,-1.01570,18.77350,18.77350,-85.35210,18.77350,-0.00200,-0.00060,-0.00060
2014-12-31,,,-0.00500,-0.01220,,-0.01220,,,-0.01220,,,40.00000,40.00000,0.00000,0.00000,0.10770,,-0.90000,,,,,-0.00230,-0.0002,-0.0002
2014-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0008,0.0008
2014-06-30,,0.00590,-0.00030,-0.00620,,-0.00620,-0.00620,-0.00620,-0.00620,-0.00620,-0.00620,40.00000,40.00000,-0.00020,-0.00020,0.35690,,-1.30830,13.25310,13.25310,-23.87830,13.25310,-0.00120,-0.0001,-0.0001
2014-03-31,,0.00750,,-0.00750,,-0.00750,-0.00750,-0.00750,-0.00750,-0.00750,-0.00750,40.00000,40.00000,-0.00020,-0.00020,0.42900,,-1.50620,18.67880,18.67880,-24.85910,18.67880,-0.00100,-0.00070,-0.00070
2013-12-31,,,-0.00560,-0.02350,,-0.02350,,,-0.02350,,,40.00000,40.00000,-0.00100,-0.00100,0.49330,,-1.23190,,,,,-0.00080,-0.0001,-0.0001
2013-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0008,0.0008
2013-06-30,,0.01070,-0.02130,-0.03200,,-0.03200,-0.03200,-0.03200,-0.03200,-0.03200,-0.03200,40.00000,40.00000,-0.00100,-0.00100,,,,,,,,,-0.0008,-0.0008
2013-03-31,,0.00110,,-0.00110,,-0.00110,-0.00110,-0.00110,-0.00110,-0.00110,-0.00110,40.00000,40.00000,-0.00100,-0.00100,,,,,,,,,0.00000,0.00000
2012-12-31,,,,-0.00260,,-0.00260,,,-0.00260,,,40.00000,40.00000,-0.00100,-0.00100,,,,,,,,,0,0
