Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,15.63300,15.63300,16.56200,4.13000,,-5.05900,0.88700,-4.17200,,-4.17200,-4.17200,-4.17200,-4.43400,-5.05900,56.29700,56.29700,-0.07000,-0.07000,2.91660,,100.00000,-32.36100,-32.36100,-26.68710,-26.68710,0.13500,0.98880,91.01900,-10.91120,-10.91120,-3.60320,-10.91120,0.60400,-0.21560,-0.21610
2020-12-31,1.87700,1.87700,10.61800,3.67000,,-12.41100,-1.82500,-14.23600,,-14.40000,-14.40000,-14.40000,-11.72300,-12.41100,54.48100,54.48100,-0.26000,-0.26000,3.41930,,100.00000,-661.21410,-661.21430,-758.44400,-767.18120,0.01790,1.10020,81.80070,-46.41120,-46.41120,-13.71300,-46.41120,0.55400,-0.2447,-0.2553
2020-09-30,2.93900,2.93900,11.82200,4.11600,,-12.99900,-1.28400,-14.28300,,-14.28300,-14.28300,-14.28300,-12.24500,-12.99900,54.34000,54.34000,-0.26000,-0.26000,4.50340,,100.00000,-442.29330,-442.29330,-485.98170,-485.98170,0.02540,0.99830,90.15310,-32.69090,-32.69090,-12.34230,-32.69090,0.78060,-0.1221,-0.1045
2020-06-30,11.24600,11.24600,11.33300,4.56800,,-4.65500,-0.29500,-4.95000,,-4.95000,-4.95000,-4.95000,-4.12500,-4.65500,52.37100,52.37100,-0.09000,-0.09000,5.03990,,100.00000,-41.39250,-41.39250,-44.01570,-44.01570,0.09550,1.04990,85.72650,-10.60590,-10.60590,-4.20260,-10.60590,0.89070,-0.2015,-0.2237
2020-03-31,13.26100,13.26100,12.75800,4.35900,,-3.85600,0.25900,-3.59700,,-3.59700,-3.59700,-3.59700,-3.51700,-3.85600,55.21200,55.21200,-0.07000,-0.07000,4.80260,,100.00000,-29.07780,-29.07780,-27.12470,-27.12470,0.10710,1.82480,49.31980,-7.22200,-7.22200,-2.90610,-7.22200,0.90190,-0.27410,-0.30900
2019-12-31,17.27000,17.27000,14.11600,4.48400,,-1.33000,0.55900,-0.77100,,-0.77100,-0.77100,-3.60100,-1.06500,-1.33000,50.62500,50.62500,-0.07000,-0.07000,4.25930,,100.00000,-7.70120,-7.70120,-4.46440,-20.85120,0.12240,2.54460,35.36940,-1.50140,-1.50140,-0.54640,-1.50140,0.93010,-0.2564,-0.279
2019-09-30,15.13200,15.13200,13.21100,4.83500,,-2.91400,0.32200,-2.59200,,-2.59200,-2.59200,-2.59200,-2.75500,-2.91400,49.35300,49.35300,-0.05000,-0.05000,2.45870,,100.00000,-19.25720,-19.25720,-17.12930,-17.12930,0.12960,2.17660,41.34810,-12.55690,-12.55690,-2.22010,-12.55690,0.41790,-0.2548,-0.2594
2019-06-30,5.33200,5.33200,13.37300,4.18900,,-12.23000,0.47200,-11.75800,,-11.75800,-11.75800,-11.75800,-12.18800,-12.23000,49.20400,49.20400,-0.24000,-0.24000,2.72340,,100.00000,-229.36990,-229.36990,-220.51760,-220.51760,0.04080,0.74320,121.09150,-60.34390,-60.34390,-8.98650,-60.34390,0.39550,-0.2282,-0.2472
2019-03-31,8.54500,8.54500,14.29600,4.93200,,-10.68300,0.33500,-10.34800,,-10.34800,-10.34800,-10.34800,-10.51700,-10.68300,50.87300,50.87300,-0.20000,-0.20000,3.02220,,100.00000,-125.02050,-125.02050,-121.10010,-121.10010,0.06520,1.19880,75.07550,-34.30810,-34.30810,-7.89630,-34.30810,0.61370,-0.29700,-0.29940
2018-12-31,4.91300,4.91300,12.99800,4.56300,,-12.64800,0.80000,-11.84800,-0.16400,-11.68400,-11.68400,-11.68400,-12.48300,-12.64800,53.08100,53.08100,-0.21620,-0.21620,2.81600,,100.00000,-257.43940,-257.43940,-241.15610,-237.81800,0.03480,1.81900,49.47890,-29.25750,-29.25750,-8.26650,-29.25760,0.73750,-0.1679,-0.1789
2018-09-30,8.34500,8.34500,11.40100,4.74800,,-7.80400,1.65100,-6.15300,,-6.15300,-6.15300,-6.15300,-7.67400,-7.80400,54.08900,54.08900,-0.11000,-0.11000,3.61750,,100.00000,-93.51710,-93.51710,-73.73280,-73.73280,0.05500,1.56330,57.56980,-12.24210,-12.24210,-4.05720,-12.24210,0.92820,-0.2662,-0.2723
2018-06-30,11.69100,11.69100,9.15500,4.77900,,-2.24300,1.89200,-0.35100,-0.14800,-0.20300,-0.20300,-0.20300,-2.10200,-2.24300,53.98300,53.98300,-0.00380,-0.00380,2.99230,,100.00000,-19.18570,-19.18570,-3.00230,-1.73640,0.07220,4.56860,19.69980,-0.36700,-0.36700,-0.12530,-0.36700,1.02430,-0.2122,-0.2188
2018-03-31,4.15200,4.15200,7.93600,4.35200,,-8.13600,-0.57800,-8.71400,,-8.71400,-8.71400,-8.71400,-8.00200,-8.13600,50.04600,50.04600,-0.17000,-0.17000,3.03270,,100.00000,-195.95380,-195.95380,-209.87480,-209.87480,0.02400,1.25480,71.72690,-17.18980,-17.18980,-5.03000,-17.18980,0.93930,0.62620,0.61790
2017-12-31,18.15200,18.15200,5.27000,6.39500,,6.48700,1.14700,7.63400,0.14300,7.49100,7.49100,7.49100,6.58800,6.48700,43.93100,43.93100,0.18000,0.18000,1.96160,,100.00000,35.73710,35.73710,42.05600,41.26820,0.17470,1.16760,77.07910,65.01480,65.01470,7.21150,65.01470,0.25590,-0.0942,-0.113
2017-09-30,3.92700,3.92700,6.25900,2.85200,,-5.18400,-1.72900,-6.91300,0.14600,-7.05900,-7.05900,-7.05900,-5.12900,-5.18400,44.38700,44.38700,-0.16000,-0.16000,2.44060,,100.00000,-132.00920,-132.00920,-176.03770,-179.75550,0.03970,1.54770,58.14970,-154.86340,-154.86330,-7.14030,-154.86330,0.10200,0.7833,0.7772
2017-06-30,1.85300,1.85300,5.39600,4.34800,,-7.89100,-1.38000,-9.27100,0.81400,-10.08500,-10.08500,-10.08500,-7.77800,-7.89100,43.40800,43.40800,-0.23000,-0.23000,2.87030,,100.00000,-425.84990,-425.84990,-500.32380,-544.25260,0.01750,0.03820,2354.19800,-108.04760,-108.04740,-9.51800,-108.04750,0.21290,-0.155,-0.1703
2017-03-31,1.34300,1.34300,5.36000,3.98900,,-8.00600,0.01200,-7.99400,,-7.99400,-7.99400,-7.99400,-7.90600,-8.00600,43.06400,43.06400,-0.19000,-0.19000,5.13390,,100.00000,-596.12810,-596.12810,-595.23460,-595.23460,0.02170,34.42440,2.61440,-44.32290,-44.32290,-12.91960,-44.32290,0.41890,0.59840,0.59430
2016-12-31,2.72650,2.72650,6.91750,2.21390,,-6.40490,0.00840,-6.39650,,-6.55850,-6.55850,-6.55850,-6.21930,-6.40490,41.71300,41.71300,-0.17000,-0.17000,3.89890,,100.00000,-234.91460,-234.91460,-234.60550,-240.54730,0.07780,47.83310,1.88150,-25.99790,-25.99790,-18.70490,-25.99790,0.58590,-0.1671,-0.1731
2016-09-30,0.78500,0.78500,4.62200,2.34100,,-6.17800,-0.01820,-6.19620,,-6.19620,-6.19620,-6.19620,-6.08530,-6.17800,43.06380,43.06380,-0.14000,-0.14000,4.13360,,100.00000,-786.99430,-786.99430,-789.31820,-789.31820,0.01800,,,-19.68140,-19.68140,-14.17480,-19.68140,0.73110,-0.0779,-0.0823
2016-06-30,1.07290,1.07290,4.50010,2.36820,,-5.79550,-0.08780,-5.88330,,-5.88330,-5.88330,-5.88330,-5.80720,-5.79550,40.86300,40.86300,-0.14000,-0.14000,6.83560,,100.00000,-540.18610,-540.18610,-548.37000,-548.37000,0.02310,,,-15.77640,-15.77640,-12.66450,-15.77640,0.86610,-0.1508,-0.1522
2016-03-31,1.24660,1.24660,3.65940,1.96790,,-4.38070,0.21960,-4.16110,,-4.16110,-4.16110,-4.16110,-4.28620,-4.38070,39.83300,39.83300,-0.10000,-0.10000,5.36600,,100.00000,-351.39730,-351.39730,-333.78050,-333.78050,0.03350,17.74360,5.07230,-15.31150,-15.31150,-11.18400,-15.31150,0.68230,0.05090,0.04920
2015-12-31,2.13950,2.13950,2.94280,1.76200,,-2.56540,-0.17280,-2.73820,0.16340,-2.90170,-2.90170,-2.90170,-2.49150,-2.56540,34.39260,34.39260,-0.06000,-0.06000,11.31580,,100.00000,-119.90840,-119.90850,-127.98730,-135.62590,0.06300,,,-9.32160,-9.32160,-8.54680,-9.32160,0.78150,-0.1068,-0.118
2015-09-30,0.41460,0.41460,2.05170,2.24280,,-3.87990,-0.00190,-3.88180,0.04040,-3.92230,-3.92230,-3.92230,-3.80040,-3.87990,38.89050,38.89050,-0.10000,-0.10000,15.23460,,100.00000,-935.79070,-935.79070,-936.25600,-946.01000,0.01150,19.84540,4.53510,-11.65580,-11.65580,-10.83480,-11.65580,0.84630,-0.0357,-0.0401
2015-06-30,0.16020,0.16020,1.72560,1.96910,,-3.53440,0.00440,-3.53000,,-3.53000,-3.53000,-3.53000,-3.45800,-3.53440,29.42950,29.42950,-0.12000,-0.12000,4.18260,,100.00000,-2205.65500,-2205.65500,-2202.89000,-2202.89000,0.01110,10.00590,8.99470,-31.66720,-31.66720,-24.38260,-31.66720,0.37880,-0.1042,-0.1054
2015-03-31,0.21760,0.21760,1.52460,2.39430,,-3.70130,-0.00340,-3.70470,,-3.70470,-3.70470,-3.70470,-3.62320,-3.70130,29.29300,29.29300,-0.13000,-0.13000,6.64860,,100.00000,-1700.81600,-1700.81600,-1702.37900,-1702.37900,0.01300,14.28710,6.29940,-26.03950,-26.03950,-22.08530,-26.03950,,-0.12270,-0.12400
2014-12-31,3.27500,3.27500,2.35000,2.87000,,-1.94500,-2.25980,-4.17000,,-4.17000,-4.16600,-4.16600,-1.86390,-1.94500,19.93600,19.93600,-0.21000,-0.21000,5.63100,0.07060,100.45800,-59.38930,-59.38930,-127.32820,-127.20610,0.14980,,,-23.13620,-23.13620,-19.05970,-23.13620,0.61500,0.1761,0.1642
2014-09-30,0.01870,0.01870,0.92660,0.93320,,-1.84110,-0.18110,-2.02220,,-2.02220,-2.02220,-2.02220,-1.75170,-1.84110,11.82900,11.82900,-0.17000,-0.17000,,,100.00000,-9832.79800,-9832.79800,-10799.78000,-10799.78000,,,,,,,,,-0.1419,-0.1427
2014-06-30,0.69820,0.69820,1.11890,2.34920,,-2.76990,-0.11170,-2.88160,,-2.88160,-2.88160,-2.88160,-2.67600,-2.76990,11.82900,11.82900,-0.24000,-0.24000,,,100.00000,-396.70840,-396.70840,-412.70780,-412.70780,,,,,,,,,-0.2526,-0.2529
2014-03-31,1.37290,1.37290,1.22270,0.82140,,-0.67120,-0.10870,-0.77990,0.00000,-0.77990,-0.77990,-0.77990,-0.57570,-0.67120,11.82900,11.82900,-0.07000,-0.07000,,,100.00000,-48.89120,-48.89120,-56.80930,-56.80800,,,,,,,,,-0.03540,-0.03550
2013-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
