Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-06-30,73.84400,73.84400,4.84800,-3.00800,65.50500,0.16000,65.66500,13.16200,52.50300,52.50300,52.50300,65.98800,65.50500,7.80300,7.80300,6.73000,6.73000,88.70730,88.70730,88.92400,71.09990,0.41800,34.37590,34.37590,29.71800,34.37590,19.59860,5.7213,2.9456
2018-03-31,60.00700,60.00700,3.24300,-1.95300,54.48100,0.13000,54.61100,10.82000,43.79100,43.79100,43.79100,54.81100,54.48100,7.81800,7.81800,5.60000,5.60000,90.79110,90.79110,91.00770,72.97650,0.44480,39.61480,39.61480,32.45800,39.61480,14.15750,5.71390,4.10320
2017-12-31,39.95700,39.95700,2.53800,-0.98400,36.37200,0.08300,36.45500,11.83500,24.62000,24.62000,24.62000,36.43500,36.37200,7.85500,7.85500,3.17000,3.17000,91.02790,91.02790,91.23560,61.61630,0.33290,23.42580,23.42580,20.51070,23.42580,13.43620,3.5578,2.186
2017-09-30,51.97700,51.97700,1.18200,-1.28000,49.30600,0.01800,49.32400,16.32200,33.00200,33.00200,33.00200,49.51500,49.30600,7.85200,7.85200,4.20000,4.20000,94.86120,94.86120,94.89580,63.49350,0.44930,48.64750,48.64750,28.52710,48.64750,8.65400,3.9518,3.3949
2017-06-30,32.29300,32.29300,0.85100,-0.97800,30.37900,0.00600,30.38500,10.03500,20.35000,20.35000,20.35000,30.46400,30.37900,7.88200,7.88200,2.58000,2.58000,94.07300,94.07300,94.09160,63.01680,0.41850,41.90550,41.90550,26.37430,41.90550,6.17910,1.3565,1.1399
2017-03-31,30.40700,30.40700,0.72600,-0.77200,28.89000,0.00700,28.89700,9.63800,19.25900,19.25900,19.25900,28.90900,28.89000,7.91900,7.91900,2.43000,2.43000,95.01100,95.01100,95.03400,63.33740,0.42650,44.60780,44.60780,27.01480,44.60780,5.46650,3.07920,2.84130
2016-12-31,23.76080,23.76080,0.25310,0.46000,23.92470,-0.03430,23.89040,7.94800,15.94240,15.94240,15.94240,23.94910,23.92470,7.98900,7.98900,2.01000,2.01000,100.68980,100.68980,100.54550,67.09540,0.38050,33.47560,33.47560,25.52670,33.47560,6.00780,1.3519,1.2758
2016-09-30,14.26580,14.26580,0.67630,-0.49720,13.09220,0.00750,13.09970,4.17030,8.92940,8.92940,8.92940,13.09790,13.09220,7.98500,7.98500,1.12000,1.12000,91.77350,91.77350,91.82600,62.59340,0.26150,20.87120,20.87120,16.36540,20.87120,5.38090,1.4631,1.449
2016-06-30,16.19030,16.19030,0.69840,-0.39420,15.09760,0.00580,15.10350,4.98040,10.12310,10.12310,10.12310,15.10330,15.09760,8.04900,8.04900,1.26000,1.26000,93.25130,93.25130,93.28740,62.52600,0.30220,22.30980,22.30980,18.89360,22.30980,5.66130,0.919,0.9053
2016-03-31,11.89220,11.89220,0.74910,-0.34660,10.79650,0.00590,10.80240,3.52240,7.28010,7.28010,7.28010,10.80380,10.79650,8.09800,8.09800,0.90000,0.90000,90.78650,90.78650,90.83640,61.21720,0.22560,16.71540,16.71540,13.80940,16.71540,5.39960,1.39270,1.37650
2015-12-31,14.71500,14.71500,0.28180,-1.06890,13.33940,0.00580,13.34520,4.34960,8.99550,8.99550,8.99560,13.35060,13.33940,8.19800,8.19800,1.13000,1.13000,90.65160,90.65160,90.69070,61.13180,0.29180,19.68880,19.68880,17.83570,19.68880,5.62810,0.8374,0.824
2015-09-30,18.17950,18.17950,0.59100,-0.36260,17.22590,0.00730,17.23320,5.77190,11.46140,11.46140,11.46140,17.23040,17.22590,8.19100,8.19100,1.40000,1.40000,94.75480,94.75480,94.79490,63.04560,0.35140,25.69060,25.69060,22.15620,25.69060,5.45790,1.577,1.5682
2015-06-30,11.78790,11.78790,0.50380,-0.34230,10.94180,0.00730,10.94900,3.53300,7.41600,7.41600,7.41600,10.94630,10.94180,8.24400,8.24400,0.90000,0.90000,92.82230,92.82230,92.88390,62.91220,0.26120,19.30450,19.30450,16.43050,19.30450,4.67800,-0.2082,-0.2082
2015-03-31,34.73270,34.73270,0.60750,-0.37630,33.74890,0.00670,33.75560,11.58950,22.16610,22.16610,22.16610,33.75370,33.74890,8.29800,8.29800,2.67000,2.67000,97.16770,97.16770,97.18700,63.81920,0.62970,55.62840,55.62840,40.19000,55.62840,4.81820,3.83990,3.83820
2014-12-31,13.29100,13.29100,0.16520,-0.90960,12.19650,0.00780,12.20060,3.96570,8.23490,8.23490,8.23490,12.19860,12.19650,8.39700,8.39700,1.00000,1.00000,91.76500,91.76500,91.79540,61.95830,0.40150,30.81940,30.81940,24.87700,30.81940,3.21070,1.1587,1.1585
2014-09-30,14.75270,14.75270,0.44420,-0.43370,13.87480,,13.87860,4.51250,9.36600,9.36600,9.36600,13.88050,13.87480,8.40600,8.40600,1.11000,1.11000,94.04910,94.04910,94.07450,63.48690,0.44590,33.15700,33.15700,28.31080,33.15700,3.37000,1.1073,1.1069
2014-06-30,15.57990,15.57990,0.42260,-0.44770,14.70950,0.00340,14.71290,4.79870,9.91420,9.91420,9.91420,14.71580,14.70950,8.44000,8.44000,1.17000,1.17000,94.41360,94.41360,94.43530,63.63440,0.49640,37.96890,37.96890,31.58550,37.96890,3.10110,1.1671,1.1639
2014-03-31,11.57860,11.57860,0.51570,-0.42670,10.63620,0.00330,10.63960,3.38960,7.24990,7.24990,7.24990,10.64190,10.63620,8.45100,8.45100,0.86000,0.86000,91.86080,91.86080,91.88970,62.61480,0.41400,36.01810,36.01810,25.92480,36.01810,2.38320,1.19380,1.19370
2013-12-31,12.50060,12.50060,0.12340,-1.21870,11.14220,0.00310,11.14530,3.62620,7.51910,7.51910,7.51910,11.14520,11.14220,8.60100,8.60100,0.88000,0.88000,89.13330,89.13330,89.15790,60.15000,0.55910,41.93670,41.93670,33.63210,41.93670,2.11610,0.5585,0.5561
2013-09-30,14.93390,14.93390,0.49330,-0.33940,14.10120,0.00270,14.10390,4.67280,9.43110,9.43110,9.43110,14.10530,14.10120,8.60300,8.60300,1.10000,1.10000,94.42410,94.42410,94.44250,63.15260,0.61040,54.53590,54.53590,38.54950,54.53590,2.02240,1.692,1.692
2013-06-30,9.95080,9.95080,0.52010,-0.38410,9.04660,0.00310,9.04970,2.91920,6.13040,6.13040,6.13040,9.05170,9.04660,8.68700,8.68700,0.71000,0.71000,90.91280,90.91280,90.94400,61.60740,0.46660,38.39440,38.39440,28.74570,38.39440,1.84680,0.6288,0.6272
2013-03-31,6.72380,6.72380,0.64160,-0.24160,5.84060,0.00310,5.84370,1.70590,4.13780,4.13780,4.13780,5.84470,5.84060,8.75500,8.75500,0.47000,0.47000,86.86540,86.86540,86.91100,61.54040,0.29950,26.06480,26.06480,18.43130,26.06480,1.81950,0.61630,0.61630
2012-12-31,7.27240,7.27240,0.19130,-0.85050,6.21410,0.00440,6.21850,2.10470,4.11380,4.11380,4.11380,6.22100,6.21410,8.93900,8.93900,0.48000,0.48000,85.44790,85.44790,85.50880,56.56760,0.34320,26.37700,26.37700,19.41670,26.37700,1.77330,0.5651,0.5646
2012-09-30,7.03850,7.03850,0.42800,-0.24530,6.36520,0.00480,6.37000,2.05890,4.31110,4.31110,4.31110,6.36820,6.36520,8.94000,8.94000,0.48000,0.48000,90.43400,90.43400,90.50220,61.25030,0.27910,22.02850,22.02850,17.09730,22.02850,2.19940,0.4807,0.4807
2012-06-30,8.70170,8.70170,0.53070,-0.21990,7.95110,0.00500,7.95610,2.67140,5.28470,5.28470,5.28470,7.95460,7.95110,9.02600,9.02600,0.59000,0.59000,91.37380,91.37380,91.43130,60.73130,0.34310,26.80550,26.80550,20.83620,26.80550,2.19640,0.2424,0.2415
2012-03-31,9.57490,9.57490,0.55820,-0.24360,8.77310,0.00520,8.77830,2.84000,5.93830,5.93830,5.93830,8.77610,8.77310,9.12200,9.12200,0.65000,0.65000,91.62610,91.62610,91.68040,62.01910,0.34070,30.32570,30.32570,21.12700,30.32570,2.15990,0.93930,0.93660
2011-12-31,11.23440,11.23440,-0.05320,-1.27040,10.00460,0.00520,10.00980,3.44940,6.56030,6.56030,6.56030,10.00790,10.00460,9.33700,9.33700,0.72000,0.72000,89.05320,89.05320,89.09960,58.39530,0.40950,31.92810,31.92810,23.91470,31.92810,2.23950,0.7806,0.7802
2011-09-30,8.55580,8.55580,0.47030,-0.24200,7.84350,0.00460,7.84810,2.58920,5.25890,5.25890,5.25890,7.84660,7.84350,9.34000,9.34000,0.56000,0.56000,91.67510,91.67510,91.72870,61.46640,0.34150,27.83100,27.83100,20.99070,27.83100,2.03470,0.6804,0.6804
2011-06-30,8.79460,8.79460,0.55200,-0.23450,8.00820,0.00440,8.01260,2.59660,5.41590,5.41590,5.41590,8.01130,8.00820,9.43200,9.43200,0.58000,0.58000,91.05770,91.05770,91.10770,61.58250,0.36220,30.66640,30.66640,22.30240,30.66640,1.88240,0.434,0.4322
2011-03-31,5.71580,5.71580,0.60520,-0.22950,4.88120,0.00430,4.88550,1.52590,3.35960,3.35960,3.35960,4.88430,4.88120,9.51800,9.51800,0.35000,0.35000,85.39800,85.39800,85.47400,58.77720,0.23170,20.62500,20.62500,13.61690,20.62500,1.72020,0.66810,0.66810
2010-12-31,5.46040,5.46040,-0.20840,-1.53300,4.12050,0.00490,4.12530,1.29280,2.83250,2.83250,2.83250,4.12640,4.12050,9.68000,9.68000,0.30000,0.30000,75.46000,75.46000,75.54900,51.87370,0.21850,15.47640,15.47640,11.33500,15.47640,1.91690,0.3201,0.3202
2010-09-30,3.88580,3.88580,0.49750,-0.18520,3.20310,0.00860,3.21170,0.98350,2.22820,2.22820,2.22820,3.20610,3.20310,9.68100,9.68100,0.23000,0.23000,82.43110,82.43110,82.65120,57.34120,0.15330,11.88070,11.88070,8.79180,11.88070,1.94710,0.1754,0.1753
2010-06-30,6.47450,6.47450,0.69800,-0.18860,5.58800,0.00610,5.59400,1.78850,3.80550,3.80550,3.80550,5.59100,5.58800,9.76700,9.76700,0.39000,0.39000,86.30690,86.30690,86.40070,58.77710,0.24460,19.88520,19.88520,14.37630,19.88520,1.96890,0.3541,0.3542
2010-03-31,4.24520,4.24520,0.55380,-0.20450,3.48690,0.00620,3.49320,1.05070,2.44250,2.44250,2.44250,3.49040,3.48690,9.86000,9.86000,0.25000,0.25000,82.13890,82.13890,82.28530,57.53500,0.16380,13.76560,13.76560,9.42270,13.76560,1.80920,0.35870,0.35710
2009-12-31,3.63480,3.63480,-0.01980,-1.10380,2.50870,0.00740,2.51610,0.74670,1.76930,1.76930,1.76930,2.53280,2.50870,10.01800,10.01800,0.19000,0.19000,69.01820,69.01820,69.22200,48.67790,0.13570,8.97960,8.97960,6.60510,8.97960,1.99130,0.3082,0.3081
2009-09-30,3.35830,3.35830,0.40650,-0.15720,2.79450,0.01190,2.80640,0.85270,1.95370,1.95370,1.95370,2.80050,2.79450,10.02000,10.02000,0.19000,0.19000,83.21410,83.21410,83.56710,58.17590,0.12390,9.62370,9.62370,7.20840,9.62370,2.03440,0.1571,0.1571
2009-06-30,4.24280,4.24280,0.58910,-0.16210,3.49170,0.01710,3.50880,1.07990,2.42880,2.42880,2.42880,3.49770,3.49170,10.09300,10.09300,0.24000,0.24000,82.29630,82.29630,82.69850,57.24610,0.14990,11.68610,11.68610,8.58210,11.68610,2.06750,0.3114,0.3114
2009-03-31,1.84900,1.84900,0.54290,-0.10960,1.19640,0.01710,1.21350,0.45140,0.76220,0.76220,0.76220,1.20240,1.19640,10.17800,10.17800,0.07000,0.07000,64.70770,64.70770,65.63250,41.22020,0.06670,3.72040,3.72040,2.74840,3.72040,2.02350,0.16090,0.15890
